employee_id,first_name,last_name,email,hire_date,job_title,department_id,manager_id,employment_status,location,salary
213,Troy,Sanchez,troy.sanchez@horizontech.com,2023-03-24,Product Management Manager,2.0,178.0,Active,"San Francisco, CA",122950
214,Diana,Smith,diana.smith@horizontech.com,2022-10-25,Mid-level Product Management Specialist,2.0,176.0,Active,"San Francisco, CA",73256
215,Karen,Carrillo,karen.carrillo@horizontech.com,2023-03-19,Product Management Team Lead,2.0,186.0,Active,"San Francisco, CA",97898
216,Daniel,Coleman,daniel.coleman@horizontech.com,2021-12-01,Product Management Team Lead,2.0,186.0,Active,"San Francisco, CA",105059
217,Gregory,Rubio,gregory.rubio@horizontech.com,2024-10-02,Director of Product Management,2.0,8.0,Active,"San Francisco, CA",155983
218,April,Williams,april.williams@horizontech.com,2021-04-28,Junior Sales & Marketing Specialist,3.0,9.0,Active,"New York, NY",51513
219,John,Charles,john.charles@horizontech.com,2023-07-31,Director of Sales & Marketing,3.0,9.0,Active,"San Francisco, CA",159337
220,Stephen,Solis,stephen.solis@horizontech.com,2020-05-03,Sales & Marketing Manager,3.0,219.0,Terminated,"San Francisco, CA",115682
221,Elizabeth,Travis,elizabeth.travis@horizontech.com,2023-10-26,Junior Sales & Marketing Specialist,3.0,220.0,Leave,"San Francisco, CA",62144
222,Caitlin,Dodson,caitlin.dodson@horizontech.com,2022-01-15,Sales & Marketing Team Lead,3.0,220.0,Active,"San Francisco, CA",87551
223,Patricia,Salazar,patricia.salazar@horizontech.com,2021-12-31,Director of Sales & Marketing,3.0,9.0,Active,"San Francisco, CA",173006
224,Jennifer,Wagner,jennifer.wagner@horizontech.com,2022-10-17,Mid-level Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",61936
225,Maria,Kelley,maria.kelley@horizontech.com,2019-04-16,Sales & Marketing Team Lead,3.0,220.0,Active,"San Francisco, CA",96853
226,Phyllis,Manning,phyllis.manning@horizontech.com,2022-11-01,Junior Sales & Marketing Specialist,3.0,220.0,Active,"Austin, TX",57037
227,Thomas,Green,thomas.green@horizontech.com,2024-05-21,VP of Sales & Marketing,3.0,220.0,Active,"San Francisco, CA",241285
228,John,Walsh,john.walsh@horizontech.com,2022-05-11,Senior Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",82815
229,Katie,Boyd,katie.boyd@horizontech.com,2018-11-18,Sales & Marketing Team Lead,3.0,220.0,Active,"San Francisco, CA",95231
230,Courtney,Hill,courtney.hill@horizontech.com,2023-03-20,Sales & Marketing Manager,3.0,219.0,Active,"San Francisco, CA",120663
231,Chris,Mitchell,chris.mitchell@horizontech.com,2025-02-16,VP of Sales & Marketing,3.0,220.0,Active,"San Francisco, CA",225392
232,Joseph,Flores,joseph.flores@horizontech.com,2024-06-24,Sales & Marketing Manager,3.0,219.0,Active,"San Francisco, CA",116803
233,Amber,Taylor,amber.taylor@horizontech.com,2019-07-29,Director of Sales & Marketing,3.0,9.0,Active,"San Francisco, CA",165531
234,Jesse,Benson,jesse.benson@horizontech.com,2020-01-11,Junior Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",49784
235,Jasmine,Brown,jasmine.brown@horizontech.com,2021-05-14,Senior Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",104292
236,Rick,Daniels,rick.daniels@horizontech.com,2021-01-13,Sales & Marketing Team Lead,3.0,220.0,Active,"San Francisco, CA",104226
237,Robert,Clark,robert.clark@horizontech.com,2025-01-09,Director of Sales & Marketing,3.0,9.0,Active,Remote,141373
238,Robert,Stein,robert.stein@horizontech.com,2019-01-31,Junior Sales & Marketing Specialist,3.0,220.0,Active,"New York, NY",53276
239,Brandy,Dominguez,brandy.dominguez@horizontech.com,2022-02-11,Sales & Marketing Team Lead,3.0,220.0,Active,"San Francisco, CA",95588
240,Melissa,Cannon,melissa.cannon@horizontech.com,2018-05-01,Junior Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",56051
241,Omar,Smith,omar.smith@horizontech.com,2024-10-21,Senior Sales & Marketing Specialist,3.0,220.0,Terminated,"San Francisco, CA",84716
242,Michael,Molina,michael.molina@horizontech.com,2023-04-24,Director of Sales & Marketing,3.0,9.0,Active,"San Francisco, CA",163661
243,Melissa,Ashley,melissa.ashley@horizontech.com,2024-05-24,Senior Sales & Marketing Specialist,3.0,220.0,Active,"Boston, MA",93366
244,Robert,Adkins,robert.adkins@horizontech.com,2020-06-01,Junior Sales & Marketing Specialist,3.0,220.0,Leave,"San Francisco, CA",56107
245,Amy,Morrison,amy.morrison@horizontech.com,2020-12-02,Sales & Marketing Team Lead,3.0,220.0,Active,"San Francisco, CA",91998
246,Jeffrey,Robinson,jeffrey.robinson@horizontech.com,2023-08-10,Sales & Marketing Manager,3.0,219.0,Active,"Austin, TX",112212
247,Ryan,Johnson,ryan.johnson@horizontech.com,2020-01-04,Sales & Marketing Team Lead,3.0,220.0,Active,"San Francisco, CA",96833
248,Matthew,Shelton,matthew.shelton@horizontech.com,2024-12-02,Senior Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",85644
249,Richard,Martin,richard.martin@horizontech.com,2023-03-29,Junior Sales & Marketing Specialist,3.0,220.0,Active,"Boston, MA",59856
250,Tanner,Anderson,tanner.anderson@horizontech.com,2019-12-02,VP of Sales & Marketing,3.0,220.0,Active,"San Francisco, CA",248099
251,Cindy,Johnson,cindy.johnson@horizontech.com,2019-02-21,Director of Sales & Marketing,3.0,9.0,Active,"Seattle, WA",150289
252,Phillip,Elliott,phillip.elliott@horizontech.com,2025-04-16,Sales & Marketing Manager,3.0,219.0,Active,"San Francisco, CA",122648
253,Anthony,Day,anthony.day@horizontech.com,2021-12-26,Junior Sales & Marketing Specialist,3.0,220.0,Active,Remote,61342
254,Derek,Murray,derek.murray@horizontech.com,2021-11-08,Sales & Marketing Team Lead,3.0,220.0,Active,Remote,106883
255,Brent,Gray,brent.gray@horizontech.com,2024-05-15,Sales & Marketing Team Lead,3.0,220.0,Active,"San Francisco, CA",89870
256,Jason,Murphy,jason.murphy@horizontech.com,2021-07-11,Mid-level Sales & Marketing Specialist,3.0,220.0,Terminated,"San Francisco, CA",67578
257,Kathleen,Gray,kathleen.gray@horizontech.com,2019-05-29,Sales & Marketing Team Lead,3.0,220.0,Active,"San Francisco, CA",108446
258,Karen,Decker,karen.decker@horizontech.com,2023-04-12,VP of Sales & Marketing,3.0,220.0,Active,"San Francisco, CA",225846
259,Johnny,Miller,johnny.miller@horizontech.com,2018-10-26,VP of Sales & Marketing,3.0,220.0,Active,"San Francisco, CA",248876
260,Andrew,Ryan,andrew.ryan@horizontech.com,2022-07-04,Sales & Marketing Manager,3.0,219.0,Active,"San Francisco, CA",121455
261,Zoe,Bell,zoe.bell@horizontech.com,2024-08-25,Sales & Marketing Team Lead,3.0,220.0,Active,"San Francisco, CA",93820
262,Debra,Harrington,debra.harrington@horizontech.com,2019-03-10,Director of Sales & Marketing,3.0,9.0,Active,"San Francisco, CA",164305
263,Denise,Webster,denise.webster@horizontech.com,2021-01-01,Mid-level Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",53793
264,Stefanie,Gonzalez,stefanie.gonzalez@horizontech.com,2023-06-22,Director of Sales & Marketing,3.0,9.0,Active,"San Francisco, CA",153048
265,Andrew,Hernandez,andrew.hernandez@horizontech.com,2018-05-29,Mid-level Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",68737
266,David,Caldwell,david.caldwell@horizontech.com,2024-06-06,Sales & Marketing Manager,3.0,219.0,Active,"San Francisco, CA",104601
267,Anne,Robinson,anne.robinson@horizontech.com,2024-11-21,Sales & Marketing Manager,3.0,219.0,Active,"Seattle, WA",128603
268,Holly,Wang,holly.wang@horizontech.com,2021-02-08,Mid-level Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",62849
269,Gary,Lawson,gary.lawson@horizontech.com,2023-09-21,Sales & Marketing Team Lead,3.0,220.0,Active,"San Francisco, CA",97066
270,Julie,Wilson,julie.wilson@horizontech.com,2024-09-30,Sales & Marketing Manager,3.0,219.0,Active,"San Francisco, CA",116089
271,Lori,Oconnell,lori.oconnell@horizontech.com,2022-09-28,VP of Sales & Marketing,3.0,220.0,Active,"San Francisco, CA",268825
272,Daniel,Johnson,daniel.johnson@horizontech.com,2018-11-07,Mid-level Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",62820
273,Larry,Byrd,larry.byrd@horizontech.com,2021-07-06,Junior Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",57346
274,Susan,Sanders,susan.sanders@horizontech.com,2022-04-03,Junior Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",52542
275,Jennifer,Jones,jennifer.jones@horizontech.com,2019-11-02,Sales & Marketing Manager,3.0,219.0,Active,"Boston, MA",106820
276,Hannah,Burton,hannah.burton@horizontech.com,2018-09-29,Mid-level Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",72310
277,Curtis,Barton,curtis.barton@horizontech.com,2022-05-24,Senior Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",91327
278,Melissa,Burke,melissa.burke@horizontech.com,2021-12-19,Sales & Marketing Manager,3.0,219.0,Active,"San Francisco, CA",109998
279,David,Riggs,david.riggs@horizontech.com,2024-05-08,Director of Sales & Marketing,3.0,9.0,Active,"San Francisco, CA",165814
280,Kimberly,Reed,kimberly.reed@horizontech.com,2021-05-11,Senior Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",87431
281,Ross,Wood,ross.wood@horizontech.com,2023-09-15,Junior Sales & Marketing Specialist,3.0,220.0,Leave,"San Francisco, CA",52972
282,William,Peterson,william.peterson@horizontech.com,2022-02-06,Junior Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",55258
283,Melissa,Short,melissa.short@horizontech.com,2019-11-18,VP of Sales & Marketing,3.0,220.0,Active,"San Francisco, CA",271720
284,Daniel,Yu,daniel.yu@horizontech.com,2022-10-04,Mid-level Sales & Marketing Specialist,3.0,220.0,Leave,"Austin, TX",63810
285,Cynthia,Poole,cynthia.poole@horizontech.com,2019-04-25,Sales & Marketing Manager,3.0,219.0,Active,"San Francisco, CA",132775
286,Jasmine,Graham,jasmine.graham@horizontech.com,2019-09-09,Senior Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",76986
287,Jessica,Sheppard,jessica.sheppard@horizontech.com,2021-03-29,Mid-level Sales & Marketing Specialist,3.0,220.0,Active,"Austin, TX",69241
288,Joseph,Morton,joseph.morton@horizontech.com,2019-07-08,Sales & Marketing Manager,3.0,219.0,Active,"San Francisco, CA",119902
289,Amanda,Webb,amanda.webb@horizontech.com,2024-08-06,Senior Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",91873
290,Ryan,Simon,ryan.simon@horizontech.com,2019-01-04,Mid-level Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",66886
291,Joseph,Christian,joseph.christian@horizontech.com,2021-09-09,Mid-level Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",68959
292,Mariah,Miller,mariah.miller@horizontech.com,2018-09-20,VP of Sales & Marketing,3.0,220.0,Active,"San Francisco, CA",230139
293,Nicole,Sanchez,nicole.sanchez@horizontech.com,2020-12-07,VP of Sales & Marketing,3.0,220.0,Active,"San Francisco, CA",228212
294,Steven,Bishop,steven.bishop@horizontech.com,2022-06-18,Sales & Marketing Team Lead,3.0,220.0,Active,"San Francisco, CA",105664
295,Nicholas,Johnson,nicholas.johnson@horizontech.com,2023-01-01,Senior Sales & Marketing Specialist,3.0,220.0,Active,"San Francisco, CA",92380
296,Melissa,White,melissa.white@horizontech.com,2019-05-31,Sales & Marketing Team Lead,3.0,220.0,Active,"San Francisco, CA",95380
297,Jason,Salinas,jason.salinas@horizontech.com,2018-09-02,Sales & Marketing Manager,3.0,219.0,Active,"San Francisco, CA",122496
298,Matthew,Beard,matthew.beard@horizontech.com,2020-12-13,Sales & Marketing Team Lead,3.0,220.0,Active,"San Francisco, CA",102048
299,Jacqueline,Hill,jacqueline.hill@horizontech.com,2022-06-03,Mid-level Sales & Marketing Specialist,3.0,220.0,Active,"Seattle, WA",74064
300,Alejandro,Vaughan,alejandro.vaughan@horizontech.com,2018-12-25,Sales & Marketing Manager,3.0,219.0,Active,"San Francisco, CA",120246
301,Christopher,Cortez,christopher.cortez@horizontech.com,2023-05-27,VP of Sales & Marketing,3.0,220.0,Active,"San Francisco, CA",223420
302,Tracy,Chang,tracy.chang@horizontech.com,2024-12-30,Mid-level Sales & Marketing Specialist,3.0,220.0,Leave,"San Francisco, CA",67199
303,Hannah,Brewer,hannah.brewer@horizontech.com,2021-01-12,Sales & Marketing Manager,3.0,219.0,Leave,"New York, NY",121227
304,Travis,Mcguire,travis.mcguire@horizontech.com,2019-01-27,Director of Sales & Marketing,3.0,9.0,Active,"San Francisco, CA",172120
305,Christopher,Walker,christopher.walker@horizontech.com,2020-09-21,Senior Customer Success Specialist,4.0,10.0,Active,"San Francisco, CA",89860
306,Heather,Torres,heather.torres@horizontech.com,2019-12-16,Junior Customer Success Specialist,4.0,10.0,Active,"San Francisco, CA",52988
307,Bonnie,Kennedy,bonnie.kennedy@horizontech.com,2019-12-04,Customer Success Manager,4.0,10.0,Leave,"San Francisco, CA",125647
308,Alyssa,Coleman,alyssa.coleman@horizontech.com,2020-04-04,Junior Customer Success Specialist,4.0,307.0,Active,Remote,50035
309,Julie,Rivera,julie.rivera@horizontech.com,2018-06-20,Director of Customer Success,4.0,10.0,Active,"New York, NY",171382
310,Jacqueline,Nelson,jacqueline.nelson@horizontech.com,2021-12-07,Senior Customer Success Specialist,4.0,307.0,Active,"San Francisco, CA",88652
311,John,Martinez,john.martinez@horizontech.com,2023-01-09,Director of Customer Success,4.0,10.0,Active,"San Francisco, CA",162460
312,James,Wilson,james.wilson@horizontech.com,2023-05-01,Customer Success Team Lead,4.0,307.0,Active,"San Francisco, CA",107325
313,Amanda,Gill,amanda.gill@horizontech.com,2023-05-16,VP of Customer Success,4.0,307.0,Active,"Boston, MA",256508
314,Jacob,Robinson,jacob.robinson@horizontech.com,2024-02-24,VP of Customer Success,4.0,307.0,Active,"San Francisco, CA",256270
315,Todd,Hardy,todd.hardy@horizontech.com,2018-12-26,VP of Customer Success,4.0,307.0,Terminated,"Austin, TX",266109
316,Tiffany,Warren,tiffany.warren@horizontech.com,2019-07-07,Customer Success Team Lead,4.0,307.0,Active,"Boston, MA",100140
317,Justin,Garcia,justin.garcia@horizontech.com,2019-03-17,VP of Customer Success,4.0,307.0,Active,"San Francisco, CA",253639
318,James,Perez,james.perez@horizontech.com,2021-05-21,Director of Customer Success,4.0,10.0,Active,"San Francisco, CA",161380
319,Harry,Smith,harry.smith@horizontech.com,2021-12-12,Mid-level Customer Success Specialist,4.0,307.0,Active,"San Francisco, CA",71620
320,Amanda,Hill,amanda.hill@horizontech.com,2023-05-23,Customer Success Manager,4.0,309.0,Active,"San Francisco, CA",113915
321,Terri,Tran,terri.tran@horizontech.com,2019-08-02,Junior Customer Success Specialist,4.0,307.0,Active,"San Francisco, CA",52904
322,Heidi,Martinez,heidi.martinez@horizontech.com,2024-06-26,Junior Customer Success Specialist,4.0,307.0,Active,"San Francisco, CA",54979
323,Miranda,Henry,miranda.henry@horizontech.com,2020-11-11,Customer Success Team Lead,4.0,307.0,Active,"Austin, TX",94545
324,Monique,Andrews,monique.andrews@horizontech.com,2022-12-19,Customer Success Team Lead,4.0,307.0,Active,"San Francisco, CA",113949
325,Taylor,Alexander,taylor.alexander@horizontech.com,2021-02-28,Customer Success Manager,4.0,309.0,Active,"San Francisco, CA",106616
326,Jack,Williams,jack.williams@horizontech.com,2019-01-20,Customer Success Team Lead,4.0,307.0,Active,"San Francisco, CA",91905
327,Shelley,Woods,shelley.woods@horizontech.com,2019-05-21,Customer Success Team Lead,4.0,307.0,Active,"San Francisco, CA",107720
328,Lynn,Morales,lynn.morales@horizontech.com,2024-07-16,Director of Customer Success,4.0,10.0,Active,"Seattle, WA",174236
329,Charles,Soto,charles.soto@horizontech.com,2021-12-31,Senior Customer Success Specialist,4.0,307.0,Active,"San Francisco, CA",94160
330,Brian,Hernandez,brian.hernandez@horizontech.com,2023-01-17,Junior Customer Success Specialist,4.0,307.0,Active,"San Francisco, CA",55118
331,Anna,Torres,anna.torres@horizontech.com,2025-01-13,Customer Success Manager,4.0,309.0,Active,"San Francisco, CA",114897
332,Victoria,Wilson,victoria.wilson@horizontech.com,2020-09-08,Senior Customer Success Specialist,4.0,307.0,Active,"San Francisco, CA",84018
333,Kathy,Obrien,kathy.obrien@horizontech.com,2019-07-08,Junior Customer Success Specialist,4.0,307.0,Active,"San Francisco, CA",52815
334,Krystal,Perez,krystal.perez@horizontech.com,2021-06-05,VP of Customer Success,4.0,307.0,Active,"Austin, TX",226456
335,Alexandra,Hayes,alexandra.hayes@horizontech.com,2024-08-04,Junior Customer Success Specialist,4.0,307.0,Leave,"Austin, TX",56562
336,Scott,Dalton,scott.dalton@horizontech.com,2024-07-18,Senior Customer Success Specialist,4.0,307.0,Active,"Boston, MA",89019
337,Veronica,Torres,veronica.torres@horizontech.com,2021-04-20,Junior Customer Success Specialist,4.0,307.0,Active,"San Francisco, CA",49060
338,Christine,Lynch,christine.lynch@horizontech.com,2021-10-07,Junior Customer Success Specialist,4.0,307.0,Active,"San Francisco, CA",51160
339,Jody,Meza,jody.meza@horizontech.com,2019-11-28,Director of Customer Success,4.0,10.0,Active,"San Francisco, CA",169817
340,Jared,Clark,jared.clark@horizontech.com,2018-08-24,Director of Customer Success,4.0,10.0,Active,"San Francisco, CA",158423
341,Donna,Moore,donna.moore@horizontech.com,2023-01-04,Customer Success Team Lead,4.0,307.0,Active,"San Francisco, CA",94518
342,Glenn,Jones,glenn.jones@horizontech.com,2021-12-09,Customer Success Manager,4.0,309.0,Active,"San Francisco, CA",117030
343,Aaron,Hayes,aaron.hayes@horizontech.com,2018-11-22,VP of Customer Success,4.0,307.0,Active,"New York, NY",244899
344,Brittney,Carter,brittney.carter@horizontech.com,2019-03-21,VP of Customer Success,4.0,307.0,Active,"San Francisco, CA",229861
345,Jesse,Mann,jesse.mann@horizontech.com,2025-02-09,Customer Success Team Lead,4.0,307.0,Active,"San Francisco, CA",96859
346,Jacqueline,Gibson,jacqueline.gibson@horizontech.com,2024-01-18,Junior Customer Success Specialist,4.0,307.0,Active,"San Francisco, CA",53466
347,Grace,Bradshaw,grace.bradshaw@horizontech.com,2024-12-14,Customer Success Manager,4.0,309.0,Active,"San Francisco, CA",102932
348,Kristin,Weber,kristin.weber@horizontech.com,2020-10-10,VP of Customer Success,4.0,307.0,Active,"San Francisco, CA",211850
349,Donna,Peck,donna.peck@horizontech.com,2020-08-05,VP of Customer Success,4.0,307.0,Active,"San Francisco, CA",225631
350,Ronald,Stephens,ronald.stephens@horizontech.com,2021-03-02,Director of Customer Success,4.0,10.0,Active,"San Francisco, CA",162509
351,Deborah,Kerr,deborah.kerr@horizontech.com,2023-02-17,Customer Success Team Lead,4.0,307.0,Active,"San Francisco, CA",102072
352,Margaret,Jones,margaret.jones@horizontech.com,2020-11-18,Mid-level Customer Success Specialist,4.0,307.0,Active,"Austin, TX",77376
353,Gabriel,Parker,gabriel.parker@horizontech.com,2022-04-10,Junior Customer Success Specialist,4.0,307.0,Active,Remote,56073
354,Kaitlyn,Carroll,kaitlyn.carroll@horizontech.com,2023-03-12,VP of Customer Success,4.0,307.0,Active,"Boston, MA",236801
355,Keith,Martinez,keith.martinez@horizontech.com,2021-10-24,Junior Customer Success Specialist,4.0,307.0,Active,"San Francisco, CA",52420
356,Haley,Lyons,haley.lyons@horizontech.com,2022-12-26,Mid-level Customer Success Specialist,4.0,307.0,Active,"San Francisco, CA",64987
357,Sherri,Mason,sherri.mason@horizontech.com,2020-03-24,Customer Success Manager,4.0,309.0,Active,"San Francisco, CA",114845
358,Troy,Miller,troy.miller@horizontech.com,2022-05-12,Junior Customer Success Specialist,4.0,307.0,Active,"Austin, TX",51297
359,Bill,Reynolds,bill.reynolds@horizontech.com,2023-03-10,Director of Customer Success,4.0,10.0,Active,"San Francisco, CA",168765
360,Marcus,Wright,marcus.wright@horizontech.com,2021-10-12,Customer Success Team Lead,4.0,307.0,Active,"San Francisco, CA",94485
361,Christopher,Hayden,christopher.hayden@horizontech.com,2020-03-09,Junior Customer Success Specialist,4.0,307.0,Active,"San Francisco, CA",54663
362,Mary,Johnston,mary.johnston@horizontech.com,2024-01-08,Senior Customer Success Specialist,4.0,307.0,Active,"New York, NY",100218
363,Stephanie,Key,stephanie.key@horizontech.com,2019-12-16,Customer Success Manager,4.0,309.0,Active,"San Francisco, CA",114093
364,Emily,Adams,emily.adams@horizontech.com,2020-03-31,Director of Customer Success,4.0,10.0,Active,"New York, NY",169686
365,Billy,Avila,billy.avila@horizontech.com,2019-02-23,Mid-level Customer Success Specialist,4.0,307.0,Active,"New York, NY",73450
366,Thomas,Pearson,thomas.pearson@horizontech.com,2023-07-04,Customer Success Team Lead,4.0,307.0,Active,"New York, NY",97325
367,Sabrina,White,sabrina.white@horizontech.com,2024-08-19,Customer Success Team Lead,4.0,307.0,Active,"Seattle, WA",101493
368,Brenda,Walters,brenda.walters@horizontech.com,2021-11-05,Customer Success Manager,4.0,309.0,Active,"San Francisco, CA",115104
369,Travis,Davis,travis.davis@horizontech.com,2021-09-12,Customer Success Team Lead,4.0,307.0,Active,"San Francisco, CA",100651
370,Michael,Cook,michael.cook@horizontech.com,2023-12-29,Customer Success Manager,4.0,309.0,Active,"San Francisco, CA",108558
371,Elizabeth,Hodge,elizabeth.hodge@horizontech.com,2018-12-10,VP of Customer Success,4.0,307.0,Active,"San Francisco, CA",240490
372,Mark,Steele,mark.steele@horizontech.com,2019-04-25,Mid-level Customer Success Specialist,4.0,307.0,Active,"San Francisco, CA",72489
373,Keith,Landry,keith.landry@horizontech.com,2024-10-23,Finance & Accounting Team Lead,5.0,11.0,Active,"New York, NY",109674
374,Lisa,Pierce,lisa.pierce@horizontech.com,2023-05-07,VP of Finance & Accounting,5.0,373.0,Active,Remote,259185
375,Shawn,Edwards,shawn.edwards@horizontech.com,2021-11-27,Director of Finance & Accounting,5.0,11.0,Active,Remote,190120
376,Marcus,Cordova,marcus.cordova@horizontech.com,2023-05-10,VP of Finance & Accounting,5.0,373.0,Active,Remote,224653
377,Richard,Robertson,richard.robertson@horizontech.com,2019-04-01,Finance & Accounting Manager,5.0,375.0,Active,Remote,122269
378,Vanessa,Sandoval,vanessa.sandoval@horizontech.com,2023-03-19,Director of Finance & Accounting,5.0,11.0,Terminated,Remote,167138
379,Amy,Gutierrez,amy.gutierrez@horizontech.com,2020-01-31,Senior Finance & Accounting Specialist,5.0,373.0,Active,"Boston, MA",104598
380,Jacob,Cox,jacob.cox@horizontech.com,2022-11-20,Finance & Accounting Team Lead,5.0,377.0,Active,Remote,94611
381,Katherine,Garrett,katherine.garrett@horizontech.com,2022-01-20,VP of Finance & Accounting,5.0,373.0,Active,Remote,223205
382,Kathleen,Harris,kathleen.harris@horizontech.com,2022-08-21,Mid-level Finance & Accounting Specialist,5.0,373.0,Active,"San Francisco, CA",67003
383,Andrea,Pennington,andrea.pennington@horizontech.com,2025-01-22,Mid-level Finance & Accounting Specialist,5.0,373.0,Active,Remote,59380
384,Samuel,Wolfe,samuel.wolfe@horizontech.com,2019-11-21,Senior Finance & Accounting Specialist,5.0,373.0,Active,Remote,86494
385,David,Dudley,david.dudley@horizontech.com,2022-09-12,Mid-level Finance & Accounting Specialist,5.0,373.0,Active,"San Francisco, CA",66204
386,Chelsea,Allen,chelsea.allen@horizontech.com,2021-10-10,VP of Finance & Accounting,5.0,373.0,Active,Remote,243007
387,Eric,Pierce,eric.pierce@horizontech.com,2019-09-26,Finance & Accounting Manager,5.0,375.0,Active,"Austin, TX",117847
388,Andrea,Davis,andrea.davis@horizontech.com,2024-03-16,Mid-level Finance & Accounting Specialist,5.0,373.0,Active,Remote,79380
389,Victoria,Durham,victoria.durham@horizontech.com,2022-05-12,Senior Finance & Accounting Specialist,5.0,373.0,Active,Remote,96336
390,Steven,Wilson,steven.wilson@horizontech.com,2022-02-18,Director of Finance & Accounting,5.0,11.0,Active,Remote,158269
391,Marilyn,Jimenez,marilyn.jimenez@horizontech.com,2019-11-05,Director of Finance & Accounting,5.0,11.0,Active,Remote,154518
392,Jennifer,Hicks,jennifer.hicks@horizontech.com,2019-06-09,Junior Finance & Accounting Specialist,5.0,373.0,Active,Remote,54549
393,Joshua,Davenport,joshua.davenport@horizontech.com,2024-03-16,Mid-level Finance & Accounting Specialist,5.0,373.0,Active,Remote,63398
394,Tina,Sanchez,tina.sanchez@horizontech.com,2025-03-26,Junior Finance & Accounting Specialist,5.0,373.0,Active,Remote,60131
395,Andrea,Reyes,andrea.reyes@horizontech.com,2020-04-30,Director of Finance & Accounting,5.0,11.0,Active,"New York, NY",178760
396,Sandra,Romero,sandra.romero@horizontech.com,2020-02-28,Junior Finance & Accounting Specialist,5.0,373.0,Active,Remote,50545
397,Natasha,Shields,natasha.shields@horizontech.com,2020-12-18,Finance & Accounting Manager,5.0,375.0,Leave,Remote,100723
398,Joshua,Tyler,joshua.tyler@horizontech.com,2023-05-03,Junior Finance & Accounting Specialist,5.0,373.0,Active,Remote,58141
399,Robert,Villa,robert.villa@horizontech.com,2023-07-25,Junior Finance & Accounting Specialist,5.0,373.0,Active,Remote,52022
400,William,Hoover,william.hoover@horizontech.com,2024-09-12,Mid-level Finance & Accounting Specialist,5.0,373.0,Leave,Remote,76189
401,Justin,Evans,justin.evans@horizontech.com,2022-08-02,Finance & Accounting Manager,5.0,375.0,Active,Remote,101713
402,Brenda,Duarte,brenda.duarte@horizontech.com,2020-07-16,Director of Human Resources,6.0,12.0,Active,Remote,158007
403,Tracy,Hernandez,tracy.hernandez@horizontech.com,2018-11-20,Human Resources Manager,6.0,402.0,Active,Remote,115043
404,Amanda,Reed,amanda.reed@horizontech.com,2019-06-15,Senior Human Resources Specialist,6.0,403.0,Active,Remote,90313
405,Andrea,Daniels,andrea.daniels@horizontech.com,2021-07-01,VP of Human Resources,6.0,403.0,Active,Remote,230998
406,Stanley,Morris,stanley.morris@horizontech.com,2024-01-22,Human Resources Team Lead,6.0,403.0,Active,Remote,104152
407,Jacob,Terry,jacob.terry@horizontech.com,2023-05-12,Director of Human Resources,6.0,12.0,Active,"Boston, MA",152544
408,Ashley,Hall,ashley.hall@horizontech.com,2018-11-25,Human Resources Team Lead,6.0,403.0,Active,Remote,99050
409,Kimberly,Williams,kimberly.williams@horizontech.com,2019-03-21,Human Resources Team Lead,6.0,403.0,Active,Remote,100801
410,Julie,Thornton,julie.thornton@horizontech.com,2022-01-23,VP of Human Resources,6.0,403.0,Active,Remote,250288
411,Lisa,Hughes,lisa.hughes@horizontech.com,2023-08-08,Human Resources Manager,6.0,402.0,Active,Remote,120930
412,Elizabeth,Hoover,elizabeth.hoover@horizontech.com,2023-07-25,Mid-level Human Resources Specialist,6.0,403.0,Active,Remote,64376
413,Tina,Simpson,tina.simpson@horizontech.com,2018-07-07,VP of Human Resources,6.0,403.0,Active,"Austin, TX",209317
414,Benjamin,Shaw,benjamin.shaw@horizontech.com,2025-02-16,Senior Human Resources Specialist,6.0,403.0,Active,Remote,98517
415,Brittany,Kane,brittany.kane@horizontech.com,2020-12-19,Human Resources Manager,6.0,402.0,Active,Remote,117769
416,Morgan,Alexander,morgan.alexander@horizontech.com,2025-04-15,Human Resources Team Lead,6.0,403.0,Active,Remote,95010
417,Alicia,Bryant,alicia.bryant@horizontech.com,2024-12-29,Human Resources Team Lead,6.0,403.0,Active,Remote,110341
